Entity,Code,Year,Which countries include the inactivated polio vaccine (IPV) in their national vaccination programs?
Monaco,MCO,2011,Entire country
Monaco,MCO,2012,Entire country
Monaco,MCO,2013,Entire country
Monaco,MCO,2014,Entire country
Monaco,MCO,2015,Entire country
Monaco,MCO,2016,Entire country
Monaco,MCO,2017,Entire country
Monaco,MCO,2018,Entire country
Monaco,MCO,2019,Entire country
Monaco,MCO,2020,Entire country
Monaco,MCO,2021,Entire country
Monaco,MCO,2022,Entire country
Monaco,MCO,2023,Entire country
Monaco,MCO,2024,Entire country
Mongolia,MNG,1955,Not routinely administered
Mongolia,MNG,1956,Not routinely administered
Mongolia,MNG,1957,Not routinely administered
Mongolia,MNG,1958,Not routinely administered
Mongolia,MNG,1959,Not routinely administered
Mongolia,MNG,1960,Not routinely administered
Mongolia,MNG,1961,Not routinely administered
Mongolia,MNG,1962,Not routinely administered
Mongolia,MNG,1963,Not routinely administered
Mongolia,MNG,1964,Not routinely administered
Mongolia,MNG,1965,Not routinely administered
Mongolia,MNG,1966,Not routinely administered
Mongolia,MNG,1967,Not routinely administered
Mongolia,MNG,1968,Not routinely administered
Mongolia,MNG,1969,Not routinely administered
Mongolia,MNG,1970,Not routinely administered
Mongolia,MNG,1971,Not routinely administered
Mongolia,MNG,1972,Not routinely administered
Mongolia,MNG,1973,Not routinely administered
Mongolia,MNG,1974,Not routinely administered
Mongolia,MNG,1975,Not routinely administered
Mongolia,MNG,1976,Not routinely administered
Mongolia,MNG,1977,Not routinely administered
Mongolia,MNG,1978,Not routinely administered
Mongolia,MNG,1979,Not routinely administered
Mongolia,MNG,1980,Not routinely administered
Mongolia,MNG,1981,Not routinely administered
Mongolia,MNG,1982,Not routinely administered
Mongolia,MNG,1983,Not routinely administered
Mongolia,MNG,1984,Not routinely administered
Mongolia,MNG,1985,Not routinely administered
Mongolia,MNG,1986,Not routinely administered
Mongolia,MNG,1987,Not routinely administered
Mongolia,MNG,1988,Not routinely administered
Mongolia,MNG,1989,Not routinely administered
Mongolia,MNG,1990,Not routinely administered
Mongolia,MNG,1991,Not routinely administered
Mongolia,MNG,1992,Not routinely administered
Mongolia,MNG,1993,Not routinely administered
Mongolia,MNG,1994,Not routinely administered
Mongolia,MNG,1995,Not routinely administered
Mongolia,MNG,1996,Not routinely administered
Mongolia,MNG,1997,Not routinely administered
Mongolia,MNG,1998,Not routinely administered
Mongolia,MNG,1999,Not routinely administered
Mongolia,MNG,2000,Not routinely administered
Mongolia,MNG,2001,Not routinely administered
Mongolia,MNG,2002,Not routinely administered
Mongolia,MNG,2003,Not routinely administered
Mongolia,MNG,2004,Not routinely administered
Mongolia,MNG,2005,Not routinely administered
Mongolia,MNG,2006,Not routinely administered
Mongolia,MNG,2007,Not routinely administered
Mongolia,MNG,2008,Not routinely administered
Mongolia,MNG,2009,Not routinely administered
Mongolia,MNG,2010,Not routinely administered
Mongolia,MNG,2011,Not routinely administered
Mongolia,MNG,2012,Not routinely administered
Mongolia,MNG,2013,Not routinely administered
Mongolia,MNG,2014,Not routinely administered
Mongolia,MNG,2015,Not routinely administered
Mongolia,MNG,2016,Not routinely administered
Mongolia,MNG,2017,Not routinely administered
Mongolia,MNG,2018,Not routinely administered
Mongolia,MNG,2019,Entire country
Mongolia,MNG,2020,Entire country
Mongolia,MNG,2021,Entire country
Mongolia,MNG,2022,Entire country
Mongolia,MNG,2023,Entire country
Mongolia,MNG,2024,Entire country
Montenegro,MNE,2006,Not routinely administered
Montenegro,MNE,2007,Not routinely administered
Montenegro,MNE,2008,Not routinely administered
Montenegro,MNE,2009,Not routinely administered
Montenegro,MNE,2010,Not routinely administered
Montenegro,MNE,2011,Entire country
Montenegro,MNE,2012,Entire country
Montenegro,MNE,2013,Entire country
Montenegro,MNE,2014,Entire country
Montenegro,MNE,2015,Entire country
Montenegro,MNE,2016,Entire country
Montenegro,MNE,2017,Entire country
Montenegro,MNE,2018,Entire country
Montenegro,MNE,2019,Entire country
Montenegro,MNE,2020,Entire country
Montenegro,MNE,2021,Entire country
Montenegro,MNE,2022,Entire country
Montenegro,MNE,2023,Entire country
Montenegro,MNE,2024,Entire country
Morocco,MAR,1955,Not routinely administered
Morocco,MAR,1956,Not routinely administered
Morocco,MAR,1957,Not routinely administered
Morocco,MAR,1958,Not routinely administered
Morocco,MAR,1959,Not routinely administered
Morocco,MAR,1960,Not routinely administered
Morocco,MAR,1961,Not routinely administered
Morocco,MAR,1962,Not routinely administered
Morocco,MAR,1963,Not routinely administered
Morocco,MAR,1964,Not routinely administered
Morocco,MAR,1965,Not routinely administered
Morocco,MAR,1966,Not routinely administered
Morocco,MAR,1967,Not routinely administered
Morocco,MAR,1968,Not routinely administered
Morocco,MAR,1969,Not routinely administered
Morocco,MAR,1970,Not routinely administered
Morocco,MAR,1971,Not routinely administered
Morocco,MAR,1972,Not routinely administered
Morocco,MAR,1973,Not routinely administered
Morocco,MAR,1974,Not routinely administered
Morocco,MAR,1975,Not routinely administered
Morocco,MAR,1976,Not routinely administered
Morocco,MAR,1977,Not routinely administered
Morocco,MAR,1978,Not routinely administered
Morocco,MAR,1979,Not routinely administered
Morocco,MAR,1980,Not routinely administered
Morocco,MAR,1981,Not routinely administered
Morocco,MAR,1982,Not routinely administered
Morocco,MAR,1983,Not routinely administered
Morocco,MAR,1984,Not routinely administered
Morocco,MAR,1985,Not routinely administered
Morocco,MAR,1986,Not routinely administered
Morocco,MAR,1987,Not routinely administered
Morocco,MAR,1988,Not routinely administered
Morocco,MAR,1989,Not routinely administered
Morocco,MAR,1990,Not routinely administered
Morocco,MAR,1991,Not routinely administered
Morocco,MAR,1992,Not routinely administered
Morocco,MAR,1993,Not routinely administered
Morocco,MAR,1994,Not routinely administered
Morocco,MAR,1995,Not routinely administered
Morocco,MAR,1996,Not routinely administered
Morocco,MAR,1997,Not routinely administered
Morocco,MAR,1998,Not routinely administered
Morocco,MAR,1999,Not routinely administered
Morocco,MAR,2000,Not routinely administered
Morocco,MAR,2001,Not routinely administered
Morocco,MAR,2002,Not routinely administered
Morocco,MAR,2003,Not routinely administered
Morocco,MAR,2004,Not routinely administered
Morocco,MAR,2005,Not routinely administered
Morocco,MAR,2006,Not routinely administered
Morocco,MAR,2007,Not routinely administered
Morocco,MAR,2008,Not routinely administered
Morocco,MAR,2009,Not routinely administered
Morocco,MAR,2010,Not routinely administered
Morocco,MAR,2011,Not routinely administered
Morocco,MAR,2012,Not routinely administered
Morocco,MAR,2013,Not routinely administered
Morocco,MAR,2014,Not routinely administered
Morocco,MAR,2015,Entire country
Morocco,MAR,2016,Entire country
Morocco,MAR,2017,Entire country
Morocco,MAR,2018,Entire country
Morocco,MAR,2019,Entire country
Morocco,MAR,2020,Entire country
Morocco,MAR,2021,Entire country
Morocco,MAR,2022,Entire country
Morocco,MAR,2023,Entire country
Morocco,MAR,2024,Entire country
Mozambique,MOZ,1955,Not routinely administered
Mozambique,MOZ,1956,Not routinely administered
Mozambique,MOZ,1957,Not routinely administered
Mozambique,MOZ,1958,Not routinely administered
Mozambique,MOZ,1959,Not routinely administered
Mozambique,MOZ,1960,Not routinely administered
Mozambique,MOZ,1961,Not routinely administered
Mozambique,MOZ,1962,Not routinely administered
Mozambique,MOZ,1963,Not routinely administered
Mozambique,MOZ,1964,Not routinely administered
Mozambique,MOZ,1965,Not routinely administered
Mozambique,MOZ,1966,Not routinely administered
Mozambique,MOZ,1967,Not routinely administered
Mozambique,MOZ,1968,Not routinely administered
Mozambique,MOZ,1969,Not routinely administered
Mozambique,MOZ,1970,Not routinely administered
Mozambique,MOZ,1971,Not routinely administered
Mozambique,MOZ,1972,Not routinely administered
Mozambique,MOZ,1973,Not routinely administered
Mozambique,MOZ,1974,Not routinely administered
Mozambique,MOZ,1975,Not routinely administered
Mozambique,MOZ,1976,Not routinely administered
Mozambique,MOZ,1977,Not routinely administered
Mozambique,MOZ,1978,Not routinely administered
Mozambique,MOZ,1979,Not routinely administered
Mozambique,MOZ,1980,Not routinely administered
Mozambique,MOZ,1981,Not routinely administered
Mozambique,MOZ,1982,Not routinely administered
Mozambique,MOZ,1983,Not routinely administered
Mozambique,MOZ,1984,Not routinely administered
Mozambique,MOZ,1985,Not routinely administered
Mozambique,MOZ,1986,Not routinely administered
Mozambique,MOZ,1987,Not routinely administered
Mozambique,MOZ,1988,Not routinely administered
Mozambique,MOZ,1989,Not routinely administered
Mozambique,MOZ,1990,Not routinely administered
Mozambique,MOZ,1991,Not routinely administered
Mozambique,MOZ,1992,Not routinely administered
Mozambique,MOZ,1993,Not routinely administered
Mozambique,MOZ,1994,Not routinely administered
Mozambique,MOZ,1995,Not routinely administered
Mozambique,MOZ,1996,Not routinely administered
Mozambique,MOZ,1997,Not routinely administered
Mozambique,MOZ,1998,Not routinely administered
Mozambique,MOZ,1999,Not routinely administered
Mozambique,MOZ,2000,Not routinely administered
Mozambique,MOZ,2001,Not routinely administered
Mozambique,MOZ,2002,Not routinely administered
Mozambique,MOZ,2003,Not routinely administered
Mozambique,MOZ,2004,Not routinely administered
Mozambique,MOZ,2005,Not routinely administered
Mozambique,MOZ,2006,Not routinely administered
Mozambique,MOZ,2007,Not routinely administered
Mozambique,MOZ,2008,Not routinely administered
Mozambique,MOZ,2009,Not routinely administered
Mozambique,MOZ,2010,Not routinely administered
Mozambique,MOZ,2011,Not routinely administered
Mozambique,MOZ,2012,Not routinely administered
Mozambique,MOZ,2013,Not routinely administered
Mozambique,MOZ,2014,Not routinely administered
Mozambique,MOZ,2015,Entire country
Mozambique,MOZ,2016,Entire country
Mozambique,MOZ,2017,Entire country
Mozambique,MOZ,2018,Entire country
Mozambique,MOZ,2019,Entire country
Mozambique,MOZ,2020,Entire country
Mozambique,MOZ,2021,Entire country
Mozambique,MOZ,2022,Entire country
Mozambique,MOZ,2023,Entire country
Mozambique,MOZ,2024,Entire country
Myanmar,MMR,1955,Not routinely administered
Myanmar,MMR,1956,Not routinely administered
Myanmar,MMR,1957,Not routinely administered
Myanmar,MMR,1958,Not routinely administered
Myanmar,MMR,1959,Not routinely administered
Myanmar,MMR,1960,Not routinely administered
Myanmar,MMR,1961,Not routinely administered
Myanmar,MMR,1962,Not routinely administered
Myanmar,MMR,1963,Not routinely administered
Myanmar,MMR,1964,Not routinely administered
Myanmar,MMR,1965,Not routinely administered
Myanmar,MMR,1966,Not routinely administered
Myanmar,MMR,1967,Not routinely administered
Myanmar,MMR,1968,Not routinely administered
Myanmar,MMR,1969,Not routinely administered
Myanmar,MMR,1970,Not routinely administered
Myanmar,MMR,1971,Not routinely administered
Myanmar,MMR,1972,Not routinely administered
Myanmar,MMR,1973,Not routinely administered
Myanmar,MMR,1974,Not routinely administered
Myanmar,MMR,1975,Not routinely administered
Myanmar,MMR,1976,Not routinely administered
Myanmar,MMR,1977,Not routinely administered
Myanmar,MMR,1978,Not routinely administered
Myanmar,MMR,1979,Not routinely administered
Myanmar,MMR,1980,Not routinely administered
Myanmar,MMR,1981,Not routinely administered
Myanmar,MMR,1982,Not routinely administered
Myanmar,MMR,1983,Not routinely administered
Myanmar,MMR,1984,Not routinely administered
Myanmar,MMR,1985,Not routinely administered
Myanmar,MMR,1986,Not routinely administered
Myanmar,MMR,1987,Not routinely administered
Myanmar,MMR,1988,Not routinely administered
Myanmar,MMR,1989,Not routinely administered
Myanmar,MMR,1990,Not routinely administered
Myanmar,MMR,1991,Not routinely administered
Myanmar,MMR,1992,Not routinely administered
Myanmar,MMR,1993,Not routinely administered
Myanmar,MMR,1994,Not routinely administered
Myanmar,MMR,1995,Not routinely administered
Myanmar,MMR,1996,Not routinely administered
Myanmar,MMR,1997,Not routinely administered
Myanmar,MMR,1998,Not routinely administered
Myanmar,MMR,1999,Not routinely administered
Myanmar,MMR,2000,Not routinely administered
Myanmar,MMR,2001,Not routinely administered
Myanmar,MMR,2002,Not routinely administered
Myanmar,MMR,2003,Not routinely administered
Myanmar,MMR,2004,Not routinely administered
Myanmar,MMR,2005,Not routinely administered
Myanmar,MMR,2006,Not routinely administered
Myanmar,MMR,2007,Not routinely administered
Myanmar,MMR,2008,Not routinely administered
Myanmar,MMR,2009,Not routinely administered
Myanmar,MMR,2010,Not routinely administered
Myanmar,MMR,2011,Not routinely administered
Myanmar,MMR,2012,Not routinely administered
Myanmar,MMR,2013,Not routinely administered
Myanmar,MMR,2014,Not routinely administered
Myanmar,MMR,2015,Entire country
Myanmar,MMR,2016,Entire country
Myanmar,MMR,2017,Entire country
Myanmar,MMR,2018,Entire country
Myanmar,MMR,2019,Entire country
Myanmar,MMR,2020,Entire country
Myanmar,MMR,2021,Entire country
Myanmar,MMR,2022,Entire country
Myanmar,MMR,2023,Entire country
Myanmar,MMR,2024,Entire country
Namibia,NAM,1991,Not routinely administered
Namibia,NAM,1992,Not routinely administered
Namibia,NAM,1993,Not routinely administered
Namibia,NAM,1994,Not routinely administered
Namibia,NAM,1995,Not routinely administered
Namibia,NAM,1996,Not routinely administered
Namibia,NAM,1997,Not routinely administered
Namibia,NAM,1998,Not routinely administered
Namibia,NAM,1999,Not routinely administered
Namibia,NAM,2000,Not routinely administered
Namibia,NAM,2001,Not routinely administered
Namibia,NAM,2002,Not routinely administered
Namibia,NAM,2003,Not routinely administered
Namibia,NAM,2004,Not routinely administered
Namibia,NAM,2005,Not routinely administered
Namibia,NAM,2006,Not routinely administered
Namibia,NAM,2007,Not routinely administered
Namibia,NAM,2008,Not routinely administered
Namibia,NAM,2009,Not routinely administered
Namibia,NAM,2010,Not routinely administered
Namibia,NAM,2011,Not routinely administered
Namibia,NAM,2012,Not routinely administered
Namibia,NAM,2013,Not routinely administered
Namibia,NAM,2014,Not routinely administered
Namibia,NAM,2015,Entire country
Namibia,NAM,2016,Entire country
Namibia,NAM,2017,Entire country
Namibia,NAM,2018,Entire country
Namibia,NAM,2019,Entire country
Namibia,NAM,2020,Entire country
Namibia,NAM,2021,Entire country
Namibia,NAM,2022,Entire country
Namibia,NAM,2023,Entire country
Namibia,NAM,2024,Entire country
Nauru,NRU,1955,Not routinely administered
Nauru,NRU,1956,Not routinely administered
Nauru,NRU,1957,Not routinely administered
Nauru,NRU,1958,Not routinely administered
Nauru,NRU,1959,Not routinely administered
Nauru,NRU,1960,Not routinely administered
Nauru,NRU,1961,Not routinely administered
Nauru,NRU,1962,Not routinely administered
